Run_num,Dataset,Method,Percentage,accuracy_un_norm,accuracy_norm,precision,recall,f1_score_micro,f1_score_macro,test_set_size,time
4,wiki,line,90,170,0.3556485356,0.3751158941,0.3556485356,0.3556485356,0.107162999,478,24.568434
0,flickr,line,5,18421,0.2408351637,0.225824744,0.2408351637,0.2408351637,0.09079890582,76488,31723.46512
0,flickr,line,10,18479,0.2550164224,0.2254086409,0.2550164224,0.2550164224,0.1134541959,72462,31723.46512
0,flickr,line,20,17533,0.2722050581,0.2262863565,0.2722050581,0.2722050581,0.1323314628,64411,31723.46512
0,flickr,line,30,15985,0.283623137,0.2358841622,0.283623137,0.283623137,0.1485257337,56360,31723.46512
0,flickr,line,40,14126,0.2924153349,0.243675219,0.2924153349,0.2924153349,0.1527522401,48308,31723.46512
0,flickr,line,50,12030,0.2988300171,0.2489305186,0.2988300171,0.2988300171,0.1595700103,40257,31723.46512
0,flickr,line,60,9707,0.3014034652,0.2528859102,0.3014034652,0.3014034652,0.1634206381,32206,31723.46512
0,flickr,line,70,7415,0.3069884905,0.2623462056,0.3069884905,0.3069884905,0.1680925688,24154,31723.46512
0,flickr,line,80,4991,0.3099422468,0.2704873131,0.3099422468,0.3099422468,0.1682848242,16103,31723.46512
0,flickr,line,90,2533,0.3145802285,0.295279674,0.3145802285,0.3145802285,0.1720674197,8052,31723.46512
1,flickr,line,5,18432,0.2409789771,0.230323978,0.2409789771,0.2409789771,0.09317507911,76488,32047.34757
1,flickr,line,10,18470,0.2548922194,0.2225914425,0.2548922194,0.2548922194,0.1129449666,72462,32047.34757
1,flickr,line,20,17626,0.2736489109,0.2285377929,0.2736489109,0.2736489109,0.134106776,64411,32047.34757
1,flickr,line,30,16196,0.2873669269,0.2420420442,0.2873669269,0.2873669269,0.1487854553,56360,32047.34757
1,flickr,line,40,14109,0.2920634263,0.2435167431,0.2920634263,0.2920634263,0.155029201,48308,32047.34757
1,flickr,line,50,11902,0.2956504459,0.2481307496,0.2956504459,0.2956504459,0.1581757099,40257,32047.34757
1,flickr,line,60,9884,0.3068993355,0.2619085516,0.3068993355,0.3068993355,0.1628907062,32206,32047.34757
1,flickr,line,70,7346,0.3041318208,0.2583507531,0.3041318208,0.3041318208,0.1633964752,24154,32047.34757
1,flickr,line,80,5073,0.3150344656,0.275358221,0.3150344656,0.3150344656,0.1688388915,16103,32047.34757
1,flickr,line,90,2533,0.3145802285,0.2902904241,0.3145802285,0.3145802285,0.1677457885,8052,32047.34757
2,flickr,line,5,18465,0.2414104173,0.2285355507,0.2414104173,0.2414104173,0.09387499342,76488,31920.43954
2,flickr,line,10,18321,0.2528359692,0.2245841655,0.2528359692,0.2528359692,0.1111703436,72462,31920.43954
2,flickr,line,20,17523,0.2720498052,0.2252088632,0.2720498052,0.2720498052,0.1314400308,64411,31920.43954
2,flickr,line,30,15962,0.2832150461,0.2343664094,0.2832150461,0.2832150461,0.1451879797,56360,31920.43954
2,flickr,line,40,14105,0.2919806243,0.2442533847,0.2919806243,0.2919806243,0.1540206828,48308,31920.43954
2,flickr,line,50,12080,0.3000720372,0.2518981615,0.3000720372,0.3000720372,0.1617825062,40257,31920.43954
2,flickr,line,60,9833,0.3053157797,0.2566897636,0.3053157797,0.3053157797,0.1619479546,32206,31920.43954
2,flickr,line,70,7356,0.3045458309,0.2578154377,0.3045458309,0.3045458309,0.1599085062,24154,31920.43954
2,flickr,line,80,4949,0.3073340371,0.2717577827,0.3073340371,0.3073340371,0.1695029873,16103,31920.43954
2,flickr,line,90,2470,0.3067560854,0.2753542722,0.3067560854,0.3067560854,0.157973883,8052,31920.43954
3,flickr,line,5,18229,0.238324966,0.2238084289,0.238324966,0.238324966,0.08749559452,76488,31973.35855
3,flickr,line,10,18471,0.2549060197,0.2241986575,0.2549060197,0.2549060197,0.1137666403,72462,31973.35855
3,flickr,line,20,17550,0.2724689882,0.2292465235,0.2724689882,0.2724689882,0.1335699861,64411,31973.35855
3,flickr,line,30,16063,0.2850070972,0.2356349419,0.2850070972,0.2850070972,0.1454010704,56360,31973.35855
3,flickr,line,40,14047,0.290779995,0.2436436344,0.290779995,0.290779995,0.1520442084,48308,31973.35855
3,flickr,line,50,12061,0.2996000696,0.2494768274,0.2996000696,0.2996000696,0.1562559725,40257,31973.35855
3,flickr,line,60,9747,0.3026454698,0.2565594981,0.3026454698,0.3026454698,0.159529223,32206,31973.35855
3,flickr,line,70,7432,0.3076923077,0.2634300869,0.3076923077,0.3076923077,0.1650198786,24154,31973.35855
3,flickr,line,80,5000,0.3105011489,0.2770600178,0.3105011489,0.3105011489,0.1650364959,16103,31973.35855
3,flickr,line,90,2528,0.3139592648,0.2894635348,0.3139592648,0.3139592648,0.1685554124,8052,31973.35855
